node_key,microservice
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
17,1
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,2
26,2
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,2
40,2
41,1
42,1
43,3
44,1
45,1
61,1
65,2
66,2
69,1
70,1
71,1
72,1
76,1
83,1
84,3
85,3
86,3
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
98,1
99,1
102,1
103,1
105,2
106,2
107,3
110,2
111,1
112,2
113,2
114,0
115,2
116,0
117,0
118,2
