node, cluster/community
1,2
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,1
14,2
15,2
17,0
18,1
19,2
20,1
21,1
22,1
23,2
24,5
25,8
26,8
27,5
28,1
29,8
30,8
31,0
32,0
33,5
34,8
35,0
36,0
37,8
38,0
39,8
40,8
41,1
42,1
43,8
44,1
45,4
61,0
65,3
66,3
69,4
70,4
71,4
72,4
76,7
83,0
84,6
85,6
86,6
87,4
88,4
89,0
90,0
91,7
92,7
93,7
94,7
95,4
96,7
98,0
99,7
102,7
103,7
105,8
106,1
107,8
110,1
111,0
112,8
113,8
114,1
115,8
116,1
117,8
118,1
