node_key,microservice
0,0
1,0
2,0
3,1
4,1
5,2
6,2
7,1
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,2
17,0
19,0
20,1
21,0
22,0
25,0
26,0
27,0
28,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,2
41,2
42,2
43,2
