node, cluster/community
2,4
10,1
11,0
12,0
13,4
14,5
15,4
19,6
21,1
22,6
23,6
25,7
26,0
27,1
29,4
32,7
33,4
35,4
36,4
37,4
38,4
39,4
40,4
41,1
42,4
43,0
44,4
45,0
46,6
47,2
48,1
49,0
50,4
51,4
53,3
54,4
56,8
57,9
58,10
59,0
60,0
61,0
62,0
63,0
64,4
65,5
66,5
67,5
69,8
70,9
71,10
72,6
73,6
74,0
75,0
76,3
77,0
78,2
79,1
80,4
82,0
83,6
84,1
85,4
86,1
87,1
88,7
89,5
90,5
91,5
